movieId,id,title,tags
6593,10330,Freaky Friday,"mother and daughter bicker over everything -- what anna wears, whom she likes and what she wants to do when she's older. in turn, anna detests tess's fiancé. when a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives. comedy singleparent brothersisterrelationship mistakeinperson bride talkshow bodyexchange motherlylove highschool motherdaughterrelationship wedding psychiatrist body-swap musicband teencomedy childasanadult adultasachild jamieleecurtis lindsaylohan markharmon markwaters"
6615,6466,Freddy vs. Jason,"evil dream-demon freddy krueger devises a plan to manipulate the unstoppable jason vorhees into hacking up the teenagers of elm street in an effort to make people remember the name freddy krueger, thus freeing him from limbo. horror murder marijuana teenager baddream robertenglund kenkirzinger jasonritter ronnyyu"
6617,2055,Open Range,a former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman. western horse beef ranger kevincostner robertduvall michaelgambon kevincostner
6618,11770,Shaolin Soccer,a young shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage. action comedy martialarts stadium champion shaolin steelhelmet soccer stephenchow ngman-tat patricktseyin stephenchow
6624,10923,Agent Cody Banks,"recruited by the u.s. government to be a special agent, nerdy teenager cody banks must get closer to cute classmate natalie in order to learn about an evil plan hatched by her father. but despite the agent persona, cody struggles with teen angst. action spy cia killerrobot delinquent teenspy frankiemuniz hilaryduff angieharmon haraldzwart"
6659,9362,Tremors,"hick handymen val mckee and earl bassett can barely eke out a living in the nevada hamlet of perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. before long, val and earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground. action horror nevada smalltown tractor stranded cultfavorite tentacle rural graboids seismologist binoculars maneatenbymonster giantworm kevinbacon fredward finncarter ronunderwood"
6664,10999,Commando,"john matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. to find her, matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. with the help of a feisty stewardess and an old friend, matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed. action adventure thriller kidnapping lonewolf daughter father rescuemission arnoldschwarzenegger raedawnchong danhedaya markl.lester"
6686,10610,The Medallion,a hong kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers. thriller fantasy action comedy detective medallion leatherjacket wretch fighter wizardry interpol jackiechan leeevans claireforlani gordonchan
6687,2830,My Boss's Daughter,"when a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on – his boss's daughter. but he doesn't plan on the long line of other houseguests that try to keep him from his mission. and he also has to deal with the daughter's older brother, who's on the run from local drug dealers. comedy romance ashtonkutcher tarareid andyrichter davidzucker"
6695,11351,Jeepers Creepers 2,"after 23 horrifying days of gorging on human flesh, an ancient creature known as the creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. the terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual. horror thriller fathersonrelationship scarecrow peasant farm immortality mythicalcreature father raywise jonathanbreck garikayimutambirwa victorsalva"
6702,13778,Dickie Roberts: Former Child Star,"tv child star of the '70s, dickie roberts is now 35 and parking cars. craving to regain the spotlight, he auditions for a role of a normal guy, but the director quickly sees he is anything but normal. desperate to win the part, dickie hires a family to help him replay his childhood and assume the identity of an average, everyday kid. comedy loser childprodigy davidspade marymccormack craigbierko samweisman"
6705,1415,Party Monster,"the new york club scene of the 80s and 90s was a world like no other. into this candy-colored, mirror ball playground stepped michael alig, a wannabe from nowhere special. under the watchful eye of veteran club kid james st. james, alig quickly rose to the top... and there was no place to go but down. comedy drama crime newyork hotel basedonnovel birthday bath nightclub donut hallucination costume injection deathofafriend arrest police party friends independentfilm manmanrelationship money drug sethgreen macaulayculkin chloësevigny fentonbailey randybarbato"
6709,1428,Once Upon a Time in Mexico,"hitman ""el mariachi"" becomes involved in international espionage involving a psychotic cia agent and a corrupt mexican general. action corruption cia antoniobanderas salmahayek johnnydepp robertrodriguez"
6711,153,Lost in Translation,"two lost souls visiting tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a tv commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in america. drama upperclass hotelroom agedifference commercial karaoke homesickness cultureclash jetlag popstar unsociability aftercreditsstinger womandirector billmurray scarlettjohansson annafaris sofiacoppola"
6731,8408,Day of the Dead,"the final chapter of george a. romero's ""dead trilogy"". in an underground government installation they are searching for a cure to overcome this strange transformation into zombies. unfortunately, the zombies from above ground have made their way into the bunker. horror sciencefiction florida insanity disembodiedhead zombie disembowelment horrormovieremade livingdead zombieapocalypse loricardille terryalexander josephpilato georgea.romero"
6734,2687,Memoirs of an Invisible Man,"after a freak accident, an invisible yuppie runs for his life from a treacherous cia official while trying to cope with his new life. comedy fantasy sciencefiction invisibleman chevychase darylhannah samneill johncarpenter"
6750,10739,Anything Else,"jerry falk, an aspiring writer in new york, falls in love at first sight with a free-spirited young woman named amanda he has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable amanda isn't like anything else at all. comedy romance psychoanalysis comedian relationshipproblems advice experience woodyallen jasonbiggs christinaricci woodyallen"
6753,13156,Secondhand Lions,"""secondhand lions"" follows the comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives. comedy drama family texas money veteran michaelcaine robertduvall haleyjoelosment timmccanlies"
6754,277,Underworld,"vampires and werewolves have waged a nocturnal war against each other for centuries. but all bets are off when a female vampire warrior named selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, michael, who wants to end the war. fantasy action thriller budapest subway loveofone'slife vampire bite descendant hostility shootout werewolf blunt fangvamp katebeckinsale scottspeedman michaelsheen lenwiseman"
6763,7288,Duplex,"when a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through! action comedy thriller benstiller drewbarrymore eileenessell dannydevito"
6765,10934,Under the Tuscan Sun,"after a rough divoce, frances, a 35 year old book editor from san francisco takes a tour of tuscany at the urgings of her friends. on a whim she buys bramasole, a run down villa in the tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted. comedy drama romance depression toscana recreation author divorce womandirector dianelane sandraoh lindsayduncan audreywells"
6769,321,Mambo Italiano,"a sweet comic film about an italian man who comes out of the closet and the affect it has on his life and his crazy family. a family movie about the stereotypes of homosexuals and italians – called by critics ""the gay"" my big fat greek wedding. comedy romance gay fathersonrelationship sex italo-american lovesickness italian canada newlove comingout macho basedonplay gayrelationship family familyfeud lgbt emigrant lukekirby ginettereno paulsorvino émilegaudreault"
6770,20,My Life Without Me,a pedro almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness. drama romance farewell responsability dyinganddeath nightshift daughter secretlove motherdaughterrelationship womandirector sarahpolley amandaplummer scottspeedman isabelcoixet
6773,9662,The Triplets of Belleville,"when her grandson is kidnapped during the tour de france, madame souza and her beloved pooch bruno team up with the belleville sisters--an aged song-and-dance team from the days of fred astaire--to rescue him. adventure animation comedy drama france kidnapping boy biker tourdefrance mafia dog triplet bandsinger silentfilm oldwoman béatricebonifassi linaboudreau michèlecaucheteux sylvainchomet"
6774,837,Videodrome,a sleazy cable-tv programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station. horror mystery sciencefiction suicide tvshow hallucination tvstation radiopresenter toronto dystopia brainwashing pittsburgh jameswoods sonjasmits deborahharry davidcronenberg
6777,821,Judgment at Nuremberg,"in 1947, four german judges who served on the bench during the nazi regime face a military tribunal to answer charges of crimes against humanity. chief justice haywood hears evidence and testimony not only from lead defendant ernst janning and his defense attorney hans rolfe, but also from the widow of a nazi general, an idealistic u.s. army captain and reluctant witness irene wallner. drama history judge concentrationcamp worldwarii nazis courtcase nationalsocialism nationalsocialistparty nurembergtrials rightandjustice trial spencertracy burtlancaster richardwidmark stanleykramer"
6796,650,Boyz n the Hood,boyz n the hood is the popular and successful film and social criticism from john singleton about the conditions in south central los angeles where teenagers are involved in gun fights and drug dealing on a daily basis. crime drama streetgang blackpeople rapmusic hip-hop streetwar rapper violenceinschools losangeles laurencefishburne cubagoodingjr. icecube johnsingleton
6811,14425,PCU,"nervous high school senior tom lawrence visits port chester university, where he gets a taste of politically correct college life when he's guided by fraternity wild man droz and his housemates at the pit. but droz and his pals have rivals in nasty preppy rand mcpherson and the school's steely president. with their house threatened with expulsion, droz and company decide to throw a raging party where the various factions will collide. comedy mascot beerkeg politicalcorrectness ultimatefrisbee funkymusic fundraiser stagediving jeremypiven chrisyoung davidspade hartbochner"
6852,18900,In Cold Blood,"a 1967 film based on truman capote's book of the same name. after a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity. crime drama murder truecrime farmer robertblake scottwilson johnforsythe richardbrooks"
6863,1584,School of Rock,"fired from his band and hard up for cash, guitarist and vocalist dewey finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. the school's hard-nosed principal is rightly suspicious of finn's activities. but finn's roommate remains in the dark about what he's doing. comedy music rockandroll rock highschool musicband jackblack joancusack mikewhite richardlinklater"
6868,4997,Wonderland,"on the afternoon of july 1, 1981, los angeles police responded to a distress call on wonderland avenue and discovered a grisly quadruple homicide. the police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor john holmes. you're about to experience both versions. crime drama mystery thriller robbery junkie investigation pornostar murder losangeles violence drug valkilmer dylanmcdermott katebosworth jamescox"
6870,322,Mystic River,"a story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present. thriller crime drama mystery childabuse sexualabuse lossofchild repayment suppressedpast arbitrarylaw boston workers'quarter referencetosprite child seanpenn timrobbins kevinbacon clinteastwood"
6881,1550,Pieces of April,"quirky and rebellious april burns lives with her boyfriend in a low-rent new york city apartment miles away from her emotionally distant family. but when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for thanksgiving. while her father struggles to drive her family into the city, april -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help. comedy drama sex thanksgiving roadtrip love independentfilm neighbor marijuana family illness katieholmes derekluke patriciaclarkson peterhedges"
6884,10629,Veronica Guerin,"in this true story, veronica guerin is an investigative reporter for an irish newspaper. as the drug trade begins to bleed into the mainstream, guerin decides to take on and expose those responsible. beginning at the bottom with addicts, guerin then gets in touch with john traynor, a paranoid informant. not without some prodding, traynor leads her to john gilligan, the ruthless head of the operation, who does not take kindly to guerin's nosing. drama crime thriller journalism police drugscene murder druglord cateblanchett gerardmcsorley ciaránhinds joelschumacher"
6885,10944,In the Cut,"following the gruesome murder of a young woman in her neighborhood, a self-determined woman living in new york city--as if to test the limits of her own safety--propels herself into an impossibly risky sexual liaison. soon she grows increasingly wary about the motives of every man with whom she has contact--and about her own. mystery thriller eroticism suspense womandirector megryan markruffalo jenniferjasonleigh janecampion"
6887,13920,Radio,"high school football coach, harold jones befriends radio, a mentally-challenged man who becomes a student at t.l. hanna high school in anderson, south carolina. their friendship extends over several decades, where radio transforms from a shy, tormented man into an inspiration to his community. drama biography friendship sport cubagoodingjr. edharris alfrewoodard miketollin"
6888,4256,Scary Movie 3,"in the third installment of the scary movie franchise, news anchorwoman cindy campbell has to investigate mysterious crop circles and killing video tapes, and help the president stop an alien invasion in the process. comedy horrorspoof pamelaanderson jennymccarthy marnyeng davidzucker"
6932,13537,Shattered Glass,"fact-based 2003 drama about the young journalist stephen glass, who got a job at the new republic in 1995 and for three years fabricated at least half of the stories he wrote. drama history haydenchristensen petersarsgaard chloësevigny billyray"
6936,10719,Elf,"when young buddy falls into santa's gift sack on christmas eve, he's transported back to the north pole and raised as a toy-making elf by santa's helpers. but as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. buddy vows to visit manhattan and find his real dad, a workaholic publisher. comedy family fantasy holiday elves santaclaus lookingforbirthparents romance northpole christmas willferrell jamescaan zooeydeschanel jonfavreau"
6942,508,Love Actually,follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. affections languish and develop as christmas draws near. comedy romance drama londonengland malenudity femalenudity loveatfirstsight usapresident marseille office christmasparty marriageproposal barsandrestaurants pressconference languagebarrier primeminister rockstar tvshow metaldetector waronterror schoolperformance multiplestorylines keiraknightley heikemakatsch emmathompson richardcurtis
6948,21525,Tupac: Resurrection,"home movies, photographs, and recited poetry illustrate the life of tupac shakur, one of the most beloved, revolutionary, and volatile hip-hop mcs of all time. music documentary rapmusic hip-hop blunt womandirector tupacamarushakur laurenlazin"
6952,4970,Gothika,"after a car crash, a criminal psychologist (halle berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. it seems she's been accused of murdering her husband -- but she has no memory of committing the crime. as she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt. horror thriller amnesia mentalinstitution patient trust falseaccusations medication gothic mentalillness halleberry robertdowneyjr. charless.dutton mathieukassovitz"
6953,470,21 Grams,"this is the story of three gentle persons: paul rivers an ailing mathematician lovelessly married to an english émigré, christina peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and jack jordan, an ex-convict who has found in his christian faith the strength to raise a family. they will be brought together by a terrible accident that will change their lives. by the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever. drama crime thriller lifeanddeath transplantation suicideattempt desperation lossoffamily ex-detainee sadness rageandhate carcrash seanpenn naomiwatts beniciodeltoro alejandrogonzáleziñárritu"
6954,11042,The Barbarian Invasions,"in this belated sequel to 'the decline of the american empire', 50-something montreal college professor, remy, learns that he is dying of liver cancer. he decides to make amends meet to his friends and family before he dies. he first tries to made peace with his ex-wife louise, who asks their estranged son sebastian, a successful businessman living in london, to come home. sebastian makes the impossible happen, using his contacts and disrupting the entire canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, pierre, alain, dominique, diane, and claude to see their old friend before he passes on. comedy crime drama fathersonrelationship socialism yuppie professor dyinganddeath cancer money university illness dying familyconflict friend rémygirard stéphanerousseau marie-joséecroze denysarcand"
6957,10147,Bad Santa,"a miserable conman and his partner pose as santa and his little helper to rob department stores on christmas eve. but they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot. drama comedy crime holiday elves christmasparty departmentstore safe drink littlepeople christmaseve christmas billybobthornton tonycox brettkelly terryzwigoff"
6978,14022,Slacker,"presents a day in the life in austin, texas among its social outcasts and misfits, predominantly the twenty-something set, using a series of linear vignettes. these characters, who in some manner just don't fit into the establishment norms, move seamlessly from one scene to the next, randomly coming and going into one another's lives. comedy moon philosophy burglar texas dream atomicbomb tent anarchist telescope ufo independentfilm cigarettesmoking africanamerican writer cafe sunglasses papsmear austintexas hitandrun dallastexas twentysomething referencetojackruby dairyqueenrestaurant moonwalk anarchiccomedy richardlinklater markjames richardlinklater"
6979,860,WarGames,"high school student david lightman (matthew broderick) has a talent for hacking. but while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the defense department's war computer and initiates a confrontation of global proportions! together with his girlfriend (ally sheedy) and a wizardly computer genius (john wood), david must race against time to outwit his opponent...and prevent a nuclear armageddon. thriller sciencefiction videogame artificialintelligence fbi coldwar hacker prosecution norad government computer nuclearthreat matthewbroderick dabneycoleman allysheedy johnbadham"
6981,48035,Ordet,"how do we understand faith and prayer, and what of miracles? august 1925 on a danish farm. patriarch borgan has three sons: mikkel, a good-hearted agnostic whose wife inger is pregnant, johannes, who believes he is jesus, and anders, young, slight, in love with the tailor's daughter. the fundamentalist sect of the girl's father is anathema to borgan's traditional lutheranism; he opposes the marriage until the tailor forbids it, then borgan's pride demands that it happen. unexpectedly, inger, who is the family's sweetness and light, has problems with her pregnancy. the rational doctor arrives, and a long night brings sharp focus to at least four views of faith. drama faith independentfilm religion religiousfundamentalist pregnantwife birgittefederspiel prebenlerdorffrye henrikmalberg carltheodordreyer"
6990,11583,The First Great Train Robbery,"in victorian england, a master criminal makes elaborate plans to steal a shipment of gold from a moving train. thriller adventure drama crime publichanging strongbox goldtheft britishhistory historicfigure pianoplaying eyepatch horsecarriage openingactionscene unwantedkiss seanconnery donaldsutherland lesley-annedown michaelcrichton"
6997,10410,Hoffa,"jack nicholson's portrait of union leader james r. hoffa, as seen through the eyes of his friend, bobby ciaro (danny devito). the film follows hoffa through his countless battles with the rta and president roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975. crime history policyandorganisations power tradeunion gangster jacknicholson dannydevito armandassante dannydevito"
7004,951,Kindergarten Cop,"hard-edged cop john kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. pitted against a class of boisterous moppets whose antics try his patience and test his mettle, kimble may have met his match … in more ways than one. comedy crimefighter cook drugdealer dyinganddeath kindergarten kiss police teacher childreneducation arnoldschwarzenegger penelopeannmiller pamelareed ivanreitman"
7027,11509,Silverado,"four unwitting heroes cross paths on their journey to the sleepy town of silverado. little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. it's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are. action crime drama western sheriff fight horse malefriendship twogunsbelt kevinkline scottglenn kevincostner lawrencekasdan"
7030,20763,Radio Flyer,"a father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, shane. when the younger brother is subjected to physical abuse at the hands of their brutal stepfather, mike decides to convert their toy trolley, the ""radio flyer"", into a plane to fly him to safety. drama stepfather physicalabuse abuse elijahwood lorrainebracco adambaldwin richarddonner"
7048,11676,Nothing to Lose,"advertising executive nick beame learns that his wife is sleeping with his employer. in a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when nick takes him on an involuntary joyride. soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. but it turns out that some other criminals in the area don't appreciate the competition. action adventure comedy rapmusic infidelity securitycamera loss crook sociopath revenge artifact fword racism criminal ontheroad desert securityguard shoplifting screwball recklessdriving roadmovie buddycomedy unlikelyfriendship carjacker advertisingexecutive suv aftercreditsstinger timrobbins martinlawrence johnc.mcginley steveoedekerk"
7070,3089,Red River,"dunson is driving his cattle to red river when his adopted son, matthew, turns against him. western texas dangerous kansas cattledrive revenge cattle adoptedchild cattleempire johnwayne montgomeryclift joannedru howardhawks arthurrosson"
7087,15927,A Passage to India,"the film is set during the period of growing influence of the indian independence movement in the british raj. it begins with the arrival in india of a british woman, miss adela quested (judy davis), who is joining her fiancé, a city magistrate named ronny heaslop (nigel havers). she and ronny's mother, mrs. moore (peggy ashcroft), befriend an indian doctor, aziz h. ahmed (victor banerjee). drama adventure history doctor india english magistrate 1920s mosque judydavis alecguinness peggyashcroft davidlean"
7090,79,Hero,one man defeated three assassins who sought to murder the most powerful warlord in pre-unified china. drama adventure action history countryside lossoflover rightandjustice patriot jetli tonyleungchiu-wai maggiecheung zhangyimou
7093,987,The Front Page,a journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit. romance drama comedy chicago journalist newspaper marriageproposal stress father-in-law newspaperman jacklemmon waltermatthau susansarandon billywilder
7104,11519,1941,"it's been six days since the attack on pearl harbor. panic grips california, supposedly the next target of the japanese forces. everywhere in california, people are suffering from war nerves. chaos erupts all over the state. an army air corps captain, a civilian with a deranged sense of nationalism, civilian defenders, and a motor pool crew all end up chasing a japanese sub planning to attack la. action comedy submarine california worldwarii warship pearlharbor satire losangeles anarchiccomedy danaykroyd nedbeatty johnbelushi stevenspielberg"
7137,10744,The Cooler,"(william h. macy) works at a las vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. his imposing boss, shelly kaplow (alec baldwin), is happy with the arrangement. but bernie finds unexpected happiness when he begins dating attractive waitress natalie belisario (maria bello). drama romance casino jinx badluck williamh.macy alecbaldwin mariabello waynekramer"
7142,10028,Honey,"honey daniels (jessica alba) dreams of making a name for herself as a hip-hop choreographer. when she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in harlem, n.y., as a way to keep kids off the streets. honey thinks she's hit the jackpot when she meets a hotshot director (david moscow) who casts her in one of his music videos. but, when he starts demanding sexual favors from her, honey makes a decision that will change her life. romance music family newyork dancing hip-hop dream dance blackmail harassment career video teacher business sabotage choreographer club harlem youthcenter jessicaalba mekhiphifer joybryant billewoodruff"
7151,3635,Girl with a Pearl Earring,"this film, adapted from a work of fiction by author tracy chevalier, tells a story about the events surrounding the creation of the painting ""girl with a pearl earring"" by 17th century dutch master johannes vermeer. a young peasant maid working in the house of painter johannes vermeer becomes his talented assistant and the model for one of his most famous works. drama romance painter biography painting maid scarlettjohansson colinfirth cillianmurphy peterwebber"
7158,11093,House of Sand and Fog,"behrani, an iranian immigrant buys a california bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. however, the house is the legal property of former drug addict kathy. after losing the house in an unfair legal dispute with the county, she is left with nowhere to go. wanting her house back, she hires a lawyer and befriends a police officer. neither kathy nor behrani have broken the law, so they find themselves involved in a difficult moral dilemma. drama sanfrancisco immigrant house intimidation iranian jenniferconnelly benkingsley roneldard vadimperelman"
7160,504,Monster,aileen wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes america's first female serial killer. crime drama femalenudity prostitute rape sexualabuse desperation deathpenalty motel jobinterview basedontruestory murder betrayal serialkiller poverty prostitution heartbreak mentalillness womandirector ugly charlizetheron christinaricci brucedern pattyjenkins
7161,11007,Cheaper by the Dozen,"the baker brood moves to chicago after patriarch tom gets a job coaching football at northwestern university, forcing his writer wife, mary, and the couple's 12 children to make a major adjustment. the transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous. comedy bigfamily newjob aspiringactor smartkid stevemartin bonniehunt piperperabo shawnlevy"
7169,14844,Chasing Liberty,"the president's daughter, unable to experience life like a normal 18 year-old, escapes from her entourage of secret service agents while traveling in europe. she falls in love with a handsome british stranger, who also happens to be working undercover for her father. comedy romance venice berlin usapresident undercover prague romanticcomedy travel lying youngadult secretserviceagent overprotectivefather mandymoore starksands tonyjayawardena andycadiff"
7173,5966,Along Came Polly,"reuben feffer is a guy who's spent his entire life playing it safe. polly prince is irresistible as a free-spirit who lives for the thrill of the moment. when these two comically mismatched souls collide, reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there. comedy romance beach honeymoon bride chance risk relation longisland romanticcomedy comedy scubadiving unfaithfulness losangeles artgallery danceclass oppositesattract caribbean commitment danceclub neurotic bagpipes chanceencounter insuranceriskmanager benstiller jenniferaniston philipseymourhoffman johnhamburg"
7175,10718,Torque,"biker cary ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of trey, leader of the most feared biker gang in the country. ford is now on the run trying to clear his name from the murder with trey and his gang looking for his blood. action ex-girlfriend drugdealer gang motorcyclist martinhenderson icecube monetmazur josephkahn"
7192,15797,Only the Strong,"former green beret louis stevens returns to his hometown of miami after completing military service in brazil, only to learn that his old high school has become a haven for gangs and drug dealers. after stevens uses his capoeira skills to kick several drug dealers off of the school property, kerrigan, one of stevens' old teachers, sees the impact that stevens has on the students. kerrigan gives him the task of teaching capoeira to a handful of the worst at-risk students at the school. action markdacascos geoffreylewis staceytravis sheldonlettich"
7248,27329,The Legend of Suriyothai,"during the 16th century, as thailand contends with both a civil war and burmese invasion, a beautiful princess rises up to help protect the glory of the kingdom of ayothaya. based on the life of queen suriyothai. drama foreign history war queen thailand invasion m.l.piyapasbhirombhakdi sarunyuwongkrachang chatchaiplengpanich chatrichalermyukol"
7254,1954,The Butterfly Effect,"a young man struggles to access sublimated childhood memories. he finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. however, he soon finds that every change he makes has unexpected consequences. sciencefiction thriller amnesia chaostheory blackout timetravel flashback ashtonkutcher melorawalters amysmart ericbress j.mackyegruber"
7255,13476,Win a Date with Tad Hamilton!,"a small-town girl wins a date with a hollywood star through a contest. when the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend. comedy romance celebrity romanticcomedy malefemalerelationship moviestar joshduhamel katebosworth tophergrace robertluketic"
7259,14114,You Got Served,"at mr. rad's warehouse, the best hip-hop crews in los angeles compete for money and respect. but when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. starring hip-hop sensations marques houston, omari grandberry, lil' kim and comedian steve harvey. drama hip-hop danceperformance dance breakdance musical marqueshouston omarion j-boog chrisstokes"
7261,21301,Barbershop 2:  Back in Business,"the continuing adventures of the barbers at calvin's barbershop. gina, a stylist at the beauty shop next door, is now trying to cut in on his buisness. calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom &amp; pop establishments with name-brand chains. the world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop. comedy drama blaxploitation icecube cedrictheentertainer seanpatrickthomas kevinrodneysullivan"
7262,20483,Catch That Kid,"athletic 12-year-old maddy (kristen stewart) shares an enthusiasm for mountain climbing with her father, tom (sam robards). unfortunately, tom suffers a spinal injury while scaling mount everest, and his family is unable to afford the surgery that can save him. maddy decides to get the money for her father's operation by robbing a high-security bank. she relies on her climbing skills and help from her geeky friends (max thieriot, corbin bleu) to pull it off successfully. family action adventure bankrobbery kristenstewart corbinbleu maxthieriot bartfreundlich jamessbardellati petermerwin"
7263,14292,Miracle,"in 1980, the united states ice hockey team's coach, herb brooks, put a ragtag squad of college kids up against the legendary juggernaut from the soviet union at the olympic games. despite the long odds, team usa carried the pride of a nation yearning for a distraction from world events. with the world watching, the team rose to the occasion, prompting broadcaster al michaels' now famous question to the millions viewing at home: ""do you believe in miracles?"" yes! drama history olympicgames sport icehockey milwaukeewisconsin st.paulminnesota gasrationing lakeplacidnewyork aftercreditsstinger duringcreditsstinger kurtrussell patriciaclarkson noahemmerich gavino'connor"
7266,18841,The Lost Skeleton of Cadavra,"remember the good old days when anyone with a camera and a few thousand bucks could schlep up to bronson canyon and quickly make a cheap sci-fi/horror b-movie? well, they're back! the lost skeleton of cadavra is an affectionate, meticulous re-creation of those notoriously cheesy clunkers, as a gaggle of beloved stereotypes pursue ""that rarest of radioactive elements - atmospherium."" comedy horror sciencefiction monster mutant skeleton alienlife-form science faymasterson andrewparks susanmcconnell larryblamire"
7294,16784,Welcome to Mooseport,"a us president (gene hackman) who has retired after two terms in office returns to his hometown of mooseport, maine and decides to run for mayor against another local candidate (ray romano). comedy rayromano genehackman marciagayharden donaldpetrie"
7315,8842,Against the Ropes,"a fictional story inspired by north america's most famous female boxing promoter, jackie kallen. her struggle to survive and succeed in a male dominated sport. romance drama biography sport megryan tonyshalhoub joecortese charless.dutton"
7316,11132,Confessions of a Teenage Drama Queen,"when the teenager mary elizabeth steppe, a.k.a. lola, moves with her mother and two younger twin sisters from new york to the suburb of dellwood, new jersey, she has the feeling that her cultural and entertaining world ended. while in school, the displaced lola becomes close friend of the unpopular ella, who is also a great fan of the her favorite rock band sidarthur. however, the most popular girl in the school, carla santini, disputes the lead role in an adaptation of pygmalion with lola and also the leadership of their mates. when the last concert of sidarthur is sold-out, lola plans with ella to travel to new york and buy the tickets from scalpers. however, the girls get into trouble while helping the lead singer and lola's idol stu wolf, changing their lives forever. comedy rockstar spotlight highschool party rivalry womandirector boys lindsaylohan adamgarcia glenneheadly sarasugarman"
7317,9352,EuroTrip,"when scott learns that his longtime cyber-buddy from berlin is a gorgeous young woman, he and his friends embark on a trip across europe. comedy paris berlin alcohol sex nudity adventure penpals travel nudism marijuana teenager duringcreditsstinger scottmechlowicz jacobpitts michelletrachtenberg jeffschaffer"
